id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
30818719,Hotel Quality Meets Local Living Skyline King 4C,16090300,John,,West Town,41.90300750732422,-87.67169952392578,Hotel room,216,1,111,2025-06-09,1.73,8,215,20,2220987
30818831,Hotel Quality Meets Local Living Deluxe Studio 3B,16090300,John,,West Town,41.90300750732422,-87.67169952392578,Hotel room,,1,239,2025-06-03,3.24,8,257,91,2220987
30819025,Hotel Quality Meets Local Living Skyline Studio 4B,16090300,John,,West Town,41.90300750732422,-87.67169952392578,Hotel room,232,1,178,2025-06-03,2.26,8,259,36,2220987
30820481,Massive 10 bd/5 ba house in  heart of Wrigleyville,2764673,Stephen,,Lake View,41.94994,-87.66023,Entire home/apt,1022,2,107,2025-05-27,1.53,2,311,15,R23000100537
30843280,"Cozy,bright,quiet  entire 2 bedroom remodeled apt.",125771,Mary,,Portage Park,41.95784,-87.74516,Entire home/apt,86,15,204,2025-05-07,2.60,1,223,4,R23000101398
30894435,320 Private RM in Happy Home w/ Laundry,91186260,Jessie,,Englewood,41.78977,-87.63453,Private room,37,32,48,2023-06-05,0.61,5,270,0,
30909493,Central Downtown Location-Modern 2BR Condo,10981313,Aly,,Loop,41.88652,-87.63142,Entire home/apt,,32,172,2025-02-04,2.18,2,47,17,
30959359,Chi-town Comfort | 1PBR | Bucktown | Wicker Pk,43933909,Nat,,West Town,41.91112,-87.67027,Private room,148,1,52,2025-04-29,0.97,26,2,15,R18000036961
30976034,Entire place near United Center with free parking!,194587024,Gigi,,Near West Side,41.8824,-87.68145,Entire home/apt,157,1,182,2025-01-26,2.65,2,132,17,R19000049575
30984315,"Bucktown-free St. parking by El, Metra & Salt Shed",34530834,Melinda,,Logan Square,41.91687,-87.68314,Private room,102,2,9,2025-06-08,0.59,1,21,4,R23000112529
30998638,Historic Wicker Park 3 bedroom,166431078,Brian,,West Town,41.90866,-87.679,Entire home/apt,366,3,18,2024-10-14,0.24,1,295,4,R22000078321
31001222,Near the Blue Line! 3 Bedrooms In River West,7388522,Kevin And Heather,,West Town,41.897764,-87.655612,Entire home/apt,308,2,217,2025-06-15,2.79,1,317,34,R24000115834
31055263,Logan Square Duplex Smart Home w/Garage by 606 Trl,14657995,Olimpia,,Humboldt Park,41.91364,-87.70786,Entire home/apt,,2,63,2024-10-14,0.82,1,338,5,R22000080642
31088966,Elegant 3BR/1BA Apartment Suite,232280626,Joe,,West Ridge,41.99867,-87.6964,Entire home/apt,134,2,250,2025-06-02,3.25,1,334,22,R22000077682
31117481,Sunny Wicker Park Apartment - 2BR with Deck,232551602,Gina,,West Town,41.90085,-87.67306,Entire home/apt,169,2,99,2025-06-01,1.26,1,212,18,R24000120691
31153452,"Cozy Lovely Retreat 3BR, 2BA - 10 mins to Downtown",197437953,Nay,,North Lawndale,41.86629,-87.7168,Entire home/apt,400,2,23,2025-06-01,0.29,2,177,4,R23000100000
31195036,Chicago Queen’s Quarter,217927066,Helen,,Austin,41.88356,-87.76541,Private room,50,5,47,2025-05-31,0.61,6,282,6,R22000091615
31195091,Tranquil Elegance 2bdr/1bth Old Town Parking Prmts,88052222,Adrian & Veronica,,Lincoln Park,41.91294,-87.63611,Entire home/apt,360,32,0,,,4,229,0,
31211340,Lincoln Park (Old Town) Guest House+ Parking Prmts,88052222,Adrian & Veronica,,Lincoln Park,41.91415,-87.63639,Entire home/apt,169,32,12,2025-05-22,0.17,4,264,2,
31290746,SuperHost! Cozy Boystown Private Room,57375926,David,,Lake View,41.94385,-87.6497,Private room,166,2,92,2025-06-08,1.17,4,20,9,R19000037573
31302521,West of Loop 2bdrm Apartment,234284983,Melissa,,Near West Side,41.88115,-87.68796,Entire home/apt,,2,71,2024-09-02,0.95,1,70,4,R23000107249
31329286,Chicago King’s Quarters,217927066,Helen,,Austin,41.88274,-87.76554,Private room,62,5,51,2024-08-05,0.67,6,328,7,R22000091615
31356183,Private Suite-Beautiful Historic Chicago Red Brick,234785808,Tracy,,Rogers Park,42.01288,-87.67219,Private room,86,3,91,2024-10-28,1.17,2,229,9,R22000077416
31358755,Chicago Princess’ Quarters,217927066,Helen,,Austin,41.88246,-87.76522,Private room,44,5,64,2025-06-02,0.85,6,342,11,R22000091615
31358903,New apartment,228304989,Jie,,Armour Square,41.84987,-87.63486,Entire home/apt,300,2,187,2025-06-01,2.41,1,221,23,R24000113110
31392287,Stylish apt in West Humbolt Park 5mi frm Downtown#,68970675,Randy,,Humboldt Park,41.90143,-87.71667,Entire home/apt,,32,17,2024-05-20,0.32,2,365,0,
31416436,Prime Bridgeport - McGuane Park,110244439,Milton,,Bridgeport,41.8405,-87.64995,Entire home/apt,110,1,78,2025-06-16,3.47,1,111,49,R24000119113
31440667,Large Super Cozy 2 Bed 1 Bath Apartment.,191261109,Paul,,West Town,41.90939,-87.69293,Entire home/apt,,21,4,2023-12-05,0.06,1,0,0,R19000037812
31468784,Comfy private en suite & kitchenette in ❤️ of City,157663344,Trisha,,West Town,41.91168,-87.68145,Entire home/apt,,30,12,2023-03-20,0.36,1,0,0,R22000083762
31490616,University Retreat,235928634,Michael,,Woodlawn,41.78379,-87.59842,Entire home/apt,,1,176,2025-05-11,2.30,1,31,19,R22000079517
31509848,Logan Square Apt. - No Service Fees - O’Hare CTA,71463113,Barry,,Avondale,41.9332,-87.70901,Entire home/apt,211,2,147,2025-05-27,2.93,1,74,47,R22000077323
31515060,Chicago Prince’s Quarters,217927066,Helen,,Austin,41.88424,-87.76742,Private room,43,5,38,2024-08-09,0.51,6,356,3,R22000091615
31617545,"Elegant, Spacious Victorian - Top Floor Apartment",25869463,Kathleen,,West Town,41.90817,-87.69164,Entire home/apt,155,13,18,2025-05-31,0.25,1,67,5,R23000099478
31630602,ChicagoRiver Double Room,220328753,Nathaly,,Near West Side,41.86573,-87.65609,Private room,84,3,202,2025-06-01,2.67,4,339,22,R19000038537
31640920,Chicago home away from home,16961442,William,,Brighton Park,41.81979,-87.70315,Entire home/apt,85,32,71,2024-12-15,0.92,1,153,2,
31651421,Chi-town Comfort| 3BR | Bucktown | Wicker Pk,43933909,Nat,,West Town,41.91136,-87.66981,Entire home/apt,263,1,50,2025-05-18,0.65,26,28,11,R18000036961
31653910,Lovely Chicago Apt | Hip Location w/ Top Food,210984821,David,,Uptown,41.97226,-87.66441,Entire home/apt,154,2,509,2025-06-11,6.60,3,192,64,R25000124658
31696612,"NorthSide Chicago Near Wrigley, the Beach, Parking",149746028,Mariena,,West Ridge,42.01181,-87.68867,Entire home/apt,198,32,32,2024-12-15,0.43,1,364,12,
31718914,A Vintage Pink House in the Heart of Chicago,237929767,Niki,,West Town,41.89769,-87.66868,Entire home/apt,225,3,434,2025-06-15,5.66,1,271,62,R22000077932
31741615,Cozy PrivateRoom+ExclusiveBathroom+FreeStreetPking,180983956,Jaime,,Irving Park,41.95771,-87.71634,Private room,68,1,142,2025-06-10,1.88,3,83,34,R19000040394
31777552,private bedroom/shared bathroom by Uni. of Chicago,125651621,Tavis,,South Shore,41.76103,-87.5889,Private room,50,32,34,2022-09-01,0.44,2,365,0,
31825539,Steps from Wrigley Field - Sleeps 1-4 - Play Ball!,65767899,Tara,,Lake View,41.94806,-87.66171,Entire home/apt,124,2,166,2025-06-11,2.18,8,28,31,R24000119064
31830974,SuperHost! The Best Loc. in Boystown!,57375926,David,,Lake View,41.94385,-87.6497,Entire home/apt,578,2,24,2025-06-16,0.33,4,194,3,R24000120149
31836354,APT2 HumboldtParkHouse  (second floor) NO PARTIES,38481821,William,,Humboldt Park,41.9073,-87.71118,Entire home/apt,,30,0,,,2,27,0,R17000018676
31836712,3 Br/2 Ba W/ Building Laundry by Il Med District,44773457,Brad,,Near West Side,41.877858,-87.679355,Entire home/apt,85,2,194,2025-06-01,2.55,4,307,25,R22000079504
31852150,Free street parking - Backyard Oasis,43010919,Jacki,,Edgewater,41.98517,-87.66792,Entire home/apt,267,2,134,2025-06-07,1.74,1,135,27,R19000038598
31860794,"Charming, Spacious 3BR Lakeview Apt Near Transit",184422279,Karen,,Lake View,41.95708,-87.67162,Entire home/apt,95,1,393,2025-06-16,5.14,1,161,54,R23000098421
31909493,Beautiful Chicago Greystone,162475814,Michael,,West Garfield Park,41.86979,-87.72272,Entire home/apt,200,2,107,2025-06-02,3.81,1,135,40,R23000097643
31924931,Addison Garden Apartment,66205804,Katherine,,North Center,41.94769,-87.6862,Entire home/apt,,1,21,2025-06-17,2.43,1,95,21,R24000118956
31985965,"Little Farm in the City of Chicago, the Green Room",137406103,David,,Austin,41.88787,-87.76898,Private room,51,32,88,2023-04-01,1.15,3,0,0,
32040658,Chicago Speakeasy-Style Loft Suite (Room 1B),51668477,Michael,,Near North Side,41.88936,-87.63025,Private room,120,1,510,2025-06-11,6.67,8,193,78,R18000031600
32046743,Newly Rehabbed! 2br with Vintage Charm,240272630,David,,North Center,41.960881,-87.677896,Entire home/apt,,2,250,2025-06-09,3.28,2,332,39,R24000114440
32048272,Spaulding Oasis on 4 lots In Humboldt Park!,93947435,Joe,,Humboldt Park,41.89018,-87.70888,Entire home/apt,158,2,117,2025-06-15,1.52,1,221,18,R24000115311
32082371,*Univ of Chicago 3 bedroom cozy modern Greystone,44678013,Robin,,Greater Grand Crossing,41.77634259365946,-87.62942178688476,Entire home/apt,333,2,33,2025-06-08,0.43,1,344,7,R24000113370
32125479,Remote Workers Dream - Private Bath and Workspace,11108717,Chris,,Irving Park,41.94872,-87.71656,Private room,,32,52,2024-09-14,0.68,2,2,1,R18000031962
32132618,The Wrigleyville VIP-200 Steps from Wrigley Field,233682638,Chris,,Lake View,41.94725580010055,-87.66038720178622,Entire home/apt,439,2,68,2025-04-22,0.91,4,302,16,R22000083427
32139905,Cozy Avondale apt right by Belmont blue line stop,53898532,Daniel,,Avondale,41.94124398150169,-87.71544332615052,Entire home/apt,138,2,140,2025-06-02,1.82,1,53,22,R23000109364
32148960,Midcentury Artist Loft w/ King bed,183781991,Janet,,South Lawndale,41.84321,-87.7177,Entire home/apt,219,1,73,2025-06-13,3.88,2,218,52,R24000118545
32171132,Condo close to wicker park/Ukranian village,4478538,Abhineyt,,West Town,41.89761,-87.69099,Entire home/apt,103,32,151,2025-05-04,1.96,4,182,1,
32177642,Chicago King’s Kid Quarters,217927066,Helen,,Austin,41.88397,-87.76567,Private room,44,3,43,2025-06-01,0.57,6,341,5,R22000091615
32245343,Huge Pet Friendly East Albany Park Apartment,161781533,Hugh,,Albany Park,41.96303,-87.70722,Entire home/apt,147,2,181,2025-06-02,2.36,1,202,24,R20000053072
32288005,2BR workfriendly guest suite+parking btwn ORD&Loop,194299805,Shaun,,Avondale,41.93387,-87.7191,Entire home/apt,116,32,20,2025-05-07,0.31,2,240,3,
32310664,Huge Victorian!-- Southern Charm!-- United Center!,46639769,Chris,,Near West Side,41.87979,-87.68372,Entire home/apt,712,3,28,2023-06-29,0.37,1,83,0,R19000038587
32356105,Edison Park Gem!!,55327009,Loretta,,Edison Park,42.00714,-87.82048,Private room,52,30,7,2024-09-30,0.10,1,304,1,R19000038955
32383305,City Loft near Everything!,17878147,Valencia,,Near West Side,41.86011,-87.66088,Entire home/apt,90,180,0,,,1,364,0,
32406694,Great Location Studio in the Gold Coast!!,14241347,Ensavi,,Near North Side,41.90199,-87.63148,Entire home/apt,147,1,450,2025-06-10,5.85,6,271,68,R22000077922
32417633,Cozy Mid-Century Condo,4243741,Sierra,,Rogers Park,42.014045,-87.670442,Entire home/apt,,32,0,,,1,2,0,
32428501,NEW rehab LOGAN Sq TOP FLOOR free laundry SUNNY,2630113,Nikkole,,Logan Square,41.92067,-87.71228,Entire home/apt,278,2,126,2025-05-23,1.65,7,76,11,R19000038966
32466949,Jean's House—Restored Historic Andersonville Craftsman,182030137,Larry,,Edgewater,41.98377,-87.67126,Entire home/apt,223,4,132,2025-06-01,1.74,1,89,21,R21000075501
32574547,Cozy place close to downtown Chicago!,9360222,Olga,,North Lawndale,41.85596,-87.70748,Entire home/apt,148,1,90,2022-11-12,1.18,2,226,0,R21000064647
32587185,Hidden Gem Near Downtown-Steps to Train & Dining,50333985,Gabriel,,Lower West Side,41.85694,-87.67701,Entire home/apt,158,2,305,2025-06-16,4.03,2,142,33,R21000068936
32639509,Great Location & Bright 2BR+2BA | Mapletree Suites,245080472,Darshan,,Near West Side,41.87798,-87.65929,Entire home/apt,272,2,174,2025-06-01,2.28,3,179,35,2977828
32661089,Superb Location @TheLoop steps #MillenniumPark ✭,245574996,Jacobo,,Loop,41.88531,-87.62526,Entire home/apt,414,32,120,2023-06-28,1.58,7,77,0,R19100091400
32668765,Logan square apartment,173706590,Luis,,Logan Square,41.91786,-87.69892,Entire home/apt,130,2,114,2025-06-02,1.50,1,297,15,R22000085810
32669282,McFetridge House - Beautiful Private Garden Apt #2,234785808,Tracy,,Rogers Park,42.01294,-87.6721,Entire home/apt,100,4,65,2025-05-26,0.85,2,196,16,R22000077416
32697199,Soft Palate & Warm Bricks at a Rogers Park Home,182780903,Lilian,,Rogers Park,42.0179,-87.67443,Entire home/apt,299,1,31,2025-03-16,0.42,3,141,4,R21000070839
32735595,Private room King bed (K3),36549783,Jeffrey,,Irving Park,41.96291,-87.735344,Private room,175,2,6,2025-03-15,0.09,12,87,2,R23000105724
32741575,Inviting Stylish Home with Covered Patio,96730613,Demitri,,Uptown,41.97366387151171,-87.66517944693676,Entire home/apt,169,2,341,2025-06-01,4.49,24,232,42,R20000054397
32757953,Cozy Andersonville Cabin,205555232,Matt,,Edgewater,41.9795,-87.66898,Entire home/apt,185,2,129,2025-06-09,1.73,1,59,21,R19000040377
32821107,"Cozy, sunny, boho condo in Uptown/Sheridan Park",65470333,Katie,,Uptown,41.96326,-87.66497,Entire home/apt,,32,15,2025-03-29,0.36,2,4,7,R24000114160
32841476,Designer 3BR Penthouse in Heart of Fulton Market,126179580,Staywell,,Near West Side,41.886558532714844,-87.6519546508789,Entire home/apt,420,2,192,2025-06-05,2.53,25,240,17,R21000061040
32868303,Private 2 Bedroom Retreat,52725236,Wendi,,Logan Square,41.92756,-87.69046,Entire home/apt,137,3,176,2025-05-13,2.37,1,216,25,R20000060260
32871572,Spacious Full Home Near the Heart of Wrigleyville,14866234,Dustin,,Lincoln Park,41.93253,-87.65573,Entire home/apt,638,2,125,2025-04-27,1.65,1,310,15,R22000081260
32873536,Urban Experience near University of Chicago,194581461,Elyssia,,Woodlawn,41.77831,-87.60051,Entire home/apt,130,32,0,,,1,270,0,
32877806,Handicap accessible apartment w/Level-2 EV Charger,227069903,Richard,,Hegewisch,41.65462,-87.54937,Entire home/apt,79,2,216,2025-06-15,2.84,1,186,40,R22000086585
32934782,MARVELOUS MAG MILE 2BD/2BA  (+Rooftop),179367980,Wendy And Matt,,Near North Side,41.90018236505366,-87.62184934685263,Entire home/apt,396,2,160,2025-05-04,2.10,3,28,20,R23000112344
33017791,Newly renovated apartment close to O'Hare/Rosemont,13004993,Piotr,,Ohare,41.97614,-87.84523,Entire home/apt,124,89,12,2019-09-23,0.16,1,181,0,R23000103550
33036426,Stylish Comfy Flat by Wrigley Field+CTA for Groups,17035591,Joshua,,Lake View,41.95385,-87.66694,Entire home/apt,411,2,327,2025-06-13,4.31,7,322,42,R19000039904
33036432,"Comfy/Elegant Home by Wrigley, Garage Spot & Yard",17035591,Joshua,,Lake View,41.95361,-87.66546,Entire home/apt,893,1,305,2025-06-15,4.04,7,317,58,R19000045098
33051447,"Penthouse Near Fulton: Skyline, Spacious",248760412,Cloud9,,West Town,41.8887227,-87.6466284,Entire home/apt,863,2,118,2025-06-08,1.57,87,334,10,R23000100203
33073493,Cozy Cottage Room,185387095,Heidi,,Armour Square,41.85295,-87.63725,Private room,99,1,184,2025-06-11,2.42,4,348,32,R20000054189
33154573,Private Loft located near McCormick/Soldier Field,107953984,Andy,,Douglas,41.83125,-87.62037,Entire home/apt,103,32,184,2024-09-11,2.43,2,106,1,R20000055134
33185116,Chic Penthouse Corner 3BR Loft In Fulton Market |,126179580,Staywell,,Near West Side,41.886558532714844,-87.6519546508789,Entire home/apt,496,2,257,2025-06-13,3.43,25,241,35,R21000061382
33186836,"Spectacular Fulton Market Penthouse, Sleeps 24 in",126179580,Staywell,,Near West Side,41.886558532714844,-87.6519546508789,Entire home/apt,1008,2,87,2025-05-11,1.16,25,224,19,R21000061040
33249303,"Huge Cozy/Close to Train, Downtown & McCormick,w/p",156567268,Blanca,,Lower West Side,41.85548,-87.67985,Entire home/apt,126,2,339,2025-06-04,4.48,1,298,57,R22000078208
33363106,Stone Mansion Sleeps 10-20 Free parking & TV,5911294,William,,Lake View,41.93924,-87.64225,Entire home/apt,309,2,235,2025-06-16,3.44,5,250,43,R19000048771
33364230,Bright & Lofty Bucktown 1br,251328939,Christina,,Logan Square,41.9221,-87.686065,Entire home/apt,73,2,319,2025-06-08,4.23,1,334,53,R23000099644
33376719,One Of A Kind Luxe Logan Square Home 8BR/5.5BA/PK!,145980569,Garrett,,Logan Square,41.91771,-87.71367,Entire home/apt,,3,92,2025-05-25,1.26,4,211,21,R21000072940
33409131,qDz32a Luxurious Stay - Two Bedroom Suite Chicago,22094147,Lonmu,,East Garfield Park,41.87717,-87.70436,Private room,70,32,2,2019-10-04,0.03,13,228,0,
33438071,Urban Coach Casa * parking * 10 min to downtown,127847265,Martin,,South Lawndale,41.85309,-87.69624,Entire home/apt,103,32,48,2024-07-20,0.67,5,327,1,
33471059,Iconic LUX 1BR Convertible in LakeShore East!,63313003,K,,Loop,41.88771,-87.61852,Entire home/apt,175,32,2,2023-08-02,0.03,13,85,0,
33491833,3br with Private Entrance - Garden Unit,76404742,Cassandra,,Logan Square,41.924163,-87.704342,Entire home/apt,139,32,178,2024-12-01,2.37,1,175,10,R24000116592
33501623,唐人街古典，3室3床1卫,231494722,Yongh,,Bridgeport,41.84352,-87.63915,Entire home/apt,124,32,85,2023-07-31,1.14,2,308,0,
33520562,Chicago Apt on the Lake includes Parking- GrdFloor,252595263,Isa,,Rogers Park,42.01957,-87.66426,Entire home/apt,177,32,72,2025-05-02,0.96,5,288,2,
33527045,"Penthouse w Downtown View + Patio, McCormick Place",178710732,Xin,,Armour Square,41.85011,-87.63298,Entire home/apt,380,2,131,2025-05-26,1.76,19,313,12,R23000104634
33556246,Stylish & Spacious Wicker Park Airbnb!,5969737,Dawn,,West Town,41.9084,-87.68364,Entire home/apt,220,3,127,2025-06-12,1.70,1,49,26,R22000081423
33578584,Cozy and Comfy entire apartment for you!,82806527,Marek,,Garfield Ridge,41.7942,-87.79218,Entire home/apt,106,4,92,2025-06-03,1.23,1,25,20,R21000075106
33593941,3-3B - 3 Bedroom Condo with Parking - McCormick Pl,178710732,Xin,,Armour Square,41.85669,-87.63226,Entire home/apt,269,2,131,2025-05-26,1.76,19,319,16,R21000072609
33594118,3-3A - 3 Bedroom Condo with Parking - McCormick Pl,178710732,Xin,,Near South Side,41.85797,-87.63388,Entire home/apt,269,2,139,2025-05-28,1.86,19,312,11,R21000072612
33615334,Heart of Pilsen,14988400,Sharon,,Lower West Side,41.85754,-87.66587,Entire home/apt,109,2,188,2025-05-17,2.52,5,26,30,R19000040372
33636138,Cozy Apartment in the Heart of Chicago-Near Train,50333985,Gabriel,,Lower West Side,41.85694,-87.67701,Entire home/apt,158,2,195,2025-06-15,2.60,2,170,7,R21000068936
33645248,Green Room -South Shore Bungalow,28501460,Delia,,South Shore,41.76447,-87.57348,Private room,34,1,55,2025-06-03,0.74,8,343,14,R18000036975
33667922,1 #31 - 4 Bedroom Condo - McCormick Place,178710732,Xin,,Armour Square,41.853477676545985,-87.63321333299847,Entire home/apt,439,2,110,2025-05-26,1.53,19,138,21,R21000072606
33724609,4 #1S - 4 Bedroom with Parking - McCormick Place,178710732,Xin,,Armour Square,41.84599,-87.63497,Entire home/apt,339,2,74,2024-10-15,0.99,19,173,3,R19000040385
33749042,Gamers Getaway 20 minutes from downtown,161740210,Daniel,,Pullman,41.72055,-87.59305,Entire home/apt,247,1,140,2025-06-02,1.87,1,352,15,R23000095387
33749416,Entire Attic bright airy  with Terrace,144854410,Martha,,Montclare,41.9318,-87.79291,Private room,138,3,60,2025-05-18,0.83,2,255,5,R19000049535
33753806,Underwater BunkBed room for4,220328753,Nathaly,,Near West Side,41.86644,-87.65344,Private room,86,3,129,2025-06-01,1.73,4,339,22,R19000038537
33755589,Chicago Tropical Condo,220328753,Nathaly,,Near West Side,41.86683,-87.65402,Entire home/apt,319,2,30,2024-07-21,0.40,4,329,1,R19000038537
33810223,Cozy retreat in Roscoe Village,195015117,Brenda,,North Center,41.93726,-87.67514,Private room,153,1,23,2025-04-27,0.31,2,64,5,R19000040384
33855764,Top Floor City Apartment - free street parking!,129881621,Phoebe,,Lincoln Park,41.92712,-87.66859,Entire home/apt,144,2,128,2025-05-28,1.73,2,310,23,R21000069573
33940403,Lincoln Park Joyful Home for 12,113257336,Beth,,Lincoln Park,41.9144,-87.6463,Entire home/apt,2379,4,32,2025-06-17,0.45,2,327,4,R21000073710
33948525,"4 #2S - 5 Bedroom 2 Bath - McCormick Pl, Wintrust",178710732,Xin,,Armour Square,41.84572,-87.63329,Entire home/apt,363,2,76,2025-03-17,1.14,19,154,9,R19000040876
33948713,4 #1N - 4 Bedroom 4 Bath - McCormick Place,178710732,Xin,,Armour Square,41.84564,-87.63477,Entire home/apt,363,2,69,2025-06-03,1.01,19,149,10,R19000040385
33948840,"4 #2N - 4 Bedroom 4 Bath - McCormick Pl, Wintrust",178710732,Xin,,Armour Square,41.84589,-87.63485,Entire home/apt,363,2,77,2025-06-02,1.35,19,148,10,R19000040876
33998121,Luxury Rooms in Lakeview East/Wrigley,58253007,Donna,,Lake View,41.94115,-87.65076,Private room,276,32,21,2024-10-14,0.29,1,365,2,
34043080,Warm & Comforting 4br/2ba In Andersonville,255603957,India,,Edgewater,41.97675323486328,-87.66390991210938,Entire home/apt,464,2,175,2025-06-15,2.35,1,302,26,R25000124445
34044886,"Modern Renovated Condo, 3BED,2BATH Mins To Wrigley",28777472,Mitesh,,Irving Park,41.95481,-87.69889,Entire home/apt,156,32,56,2025-05-15,0.76,2,316,5,
34081264,Room for Male near Metra & Jackson Park Hospital,47056445,Andy,,South Shore,41.76087,-87.58783,Private room,50,1,58,2025-03-07,0.78,8,221,4,R24000117461
34088913,Live Like a Local + Roomy home by Mexican Museum,65922463,Yuriria,,Lower West Side,41.85555,-87.67277,Entire home/apt,81,2,79,2025-06-01,1.16,1,30,10,R24000120033
34110110,3 Bed 2 Bath Private Fully Furnished Apartment,683529,Joe,,North Center,41.94422,-87.68165,Entire home/apt,386,1,1,2025-06-01,1,24,334,1,2083768
34115512,"Pet friendly, entire apt in hot Humboldt Park!",45239294,Cherie,,Humboldt Park,41.90762,-87.71031,Entire home/apt,60,32,29,2024-06-21,0.39,3,126,1,
34122651,Bright 3 Bed W/ Laundry & Parking 8min Downtown,44773457,Brad,,Near West Side,41.87786,-87.67936,Entire home/apt,343,2,204,2025-06-08,2.75,4,331,29,R22000079141
34147220,Coach House In Wrigleyville,19645168,Brandon,,Lake View,41.95516,-87.6688,Entire home/apt,556,32,99,2025-03-25,1.34,21,45,10,
34147466,Carol’s Guesthouse:  Your Needs Are Covered!,252018909,Carol,,Chatham,41.74915,-87.61742,Entire home/apt,,3,87,2025-06-08,1.17,1,1,9,R19000040634
34195425,2 Bed 2 Bath Condo/Rogers Park,17405364,Jennifer,,Rogers Park,42.00020605094575,-87.66888443380594,Entire home/apt,,20,3,2024-12-28,0.13,3,72,2,R21000073244
34201647,Cute and Cozy Bronzeville Garden Apartment,193524050,Maria,,Grand Boulevard,41.81685,-87.61667,Entire home/apt,198,3,46,2025-06-02,0.63,1,213,3,R24000119663
34203707,GREAT LOCATION DOWNTOWN Long Term Stays WIFI GYM,49626033,Roma,,Near North Side,41.89158,-87.61517,Entire home/apt,120,360,0,,,12,365,0,
34211831,Amazing View - WestLoop close to #FultonMarket✭,245574996,Jacobo,,Near West Side,41.88265,-87.64358,Entire home/apt,,32,70,2022-11-05,0.94,7,77,0,
34216617,The Avondale Elegance,198527414,Angelica,,Avondale,41.94085,-87.71697,Entire home/apt,135,3,77,2025-05-19,1.67,6,310,17,R23000112407
34224437,"Bright, new 2BR in the heart of East Lakeview",40738849,Danielle,,Lake View,41.94005,-87.64644,Entire home/apt,,3,111,2025-06-08,1.50,1,5,18,R23000103986
34234154,Blackbeard Wheat Room,258297883,Abilkhair,,Humboldt Park,41.88864,-87.72008,Private room,67,1,106,2023-08-13,1.42,4,227,0,R24000123410
34256646,~Great Space at a Creative Place in Logan Square~,83145380,KaWanda,,Logan Square,41.91785,-87.72171,Entire home/apt,,1,9,2025-05-19,0.12,1,346,4,R18000037020
34274882,"Cozy Bucktown 2 bedroom, 2 floors",40279213,Tom,,Logan Square,41.92192,-87.68306,Entire home/apt,137,32,22,2024-09-03,0.30,1,207,2,
34282874,"Newly renovated, Family/Kid Friendly, near Wrigley",258828918,Patrice A,,North Center,41.952763,-87.686211,Entire home/apt,396,2,91,2025-06-01,1.23,1,50,15,R19000040860
34303597,Charming & Peaceful Old Town Retreat,9094538,Nicole,,Lincoln Park,41.91331,-87.63998,Entire home/apt,129,33,48,2024-11-30,0.66,6,88,2,
34316136,Gorgeous Near West Penthouse w optional parking,5363429,Larry,,Near West Side,41.88202,-87.6835,Private room,,32,0,,,1,312,0,
34317819,Simple and Cozy Logan Square Garden Apt.,137501409,Giovannie,,Avondale,41.93272,-87.72247,Entire home/apt,67,1,113,2025-05-26,1.55,1,32,11,R22000093992
34318581,Room2 Quiet&Cozy CityLakeHouse —NONSMOKERS ONLY,919044,Caroline,,South Shore,41.7649,-87.56884,Private room,39,32,15,2023-11-01,0.23,4,349,0,
34327660,Private Lincoln Park Condo with 2 Parking Spots,38574685,Katherine,,Lincoln Park,41.92147,-87.65427,Entire home/apt,256,2,92,2023-09-14,1.28,2,138,0,R25000129957
34336556,McKinley Park Condos,259228159,Armando,,Mckinley Park,41.82624,-87.66837,Entire home/apt,,32,9,2019-11-04,0.12,2,269,0,
34337538,Historic Old Town One Bedroom Garden Unit,33004,At Home Inn,,Lincoln Park,41.91376,-87.63784,Entire home/apt,109,32,35,2024-05-05,0.47,7,241,0,
34340162,Trendy Wicker Park Loft with Parking,259214058,George,,West Town,41.9099,-87.66682,Entire home/apt,334,3,206,2025-06-01,2.77,6,290,20,R20000056239
34348324,"Close to O’Hare airport,train,shopping mall,Casino",259330053,Ghaidaa,,Ohare,41.97309,-87.84193,Entire home/apt,,32,35,2021-10-24,0.47,1,365,0,
34383700,Beautiful cozy place 3,183258122,Santiago,,New City,41.79442,-87.66167,Private room,27,32,19,2024-03-19,0.26,8,179,0,
34441059,Women only/no cleaning fee,6892581,Laura,,Morgan Park,41.69191,-87.6815,Private room,33,32,2,2024-01-19,0.08,1,117,0,
34441147,"Chicago ""L"" Room, near Med Ctrs & ORD",2456789,Mary,,Norwood Park,41.98295,-87.8196,Private room,42,4,63,2025-05-25,0.85,5,82,18,R25000124133
34448656,Edgewater Glen Suite in Historical Home,8452959,Kathryn T,,Edgewater,41.99565,-87.66217,Entire home/apt,,32,265,2025-05-11,3.58,1,0,51,R22000082822
34517680,Elegant Wicker: Wolcott & Milwaukee Ave,2479544,Stephanie,,West Town,41.905739,-87.674858,Entire home/apt,342,2,104,2025-06-16,1.47,2,341,27,R20000058371
34533277,Beautiful Duplex in Historic Kenwood Neighborhood,132709428,Mark,,Kenwood,41.81472,-87.59928,Entire home/apt,,32,22,2021-10-10,0.30,1,234,0,
